"TenCoSo","SoGiayPhep","DiaChi","NgayCap","TinhTrang","TenHinhThuc","SoCCHN_NDD"
"PHÒNG KHÁM PACIFIC QUẬN 7 (THUỘC CHI NHÁNH MINH KHAI - CÔNG TY CỔ PHẦN PHÒNG KHÁM TRỊ LIỆU ĐAU CƠ XƯƠNG KHỚP PACIFIC)","27308/HCM-GPHĐ","493 Nguyễn Thị Thập, Phường Tân Phong, Quận 7, TP Hồ Chí Minh","2018-11-29 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phục hồi chức năng","0002322/BYT-CCHN"
"PHÒNG KHÁM ĐA KHOA THUỘC CÔNG TY TNHH BỆNH VIỆN VIỆT ĐỨC - ĐA KHOA SÀI GÒN MEDIC","07094/hcm-ghhđ","D1/02 ẤP 4, Xã Phong Phú, Huyện Bình Chánh, TP Hồ Chí Minh","2018-10-31 00:00:00","Đang hoạt động","Phòng khám đa khoa","007375/HCM-CCHN"
"Nha Khoa Kim Lê Thị Riêng (thuộc chi nhánh Minh Khai - Công ty TNHH Nha Khoa Kim)","06720/HCM-GPHĐ","708-710-712 Cách Mạng Tháng 8, Phường 5, Quận Tân Bình, TP Hồ Chí Minh","2017-11-07 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","0018173/HCM-CCHN"
"Nha Khoa Kim Quận 7 (thuộc chi nhánh Minh Khai - Công ty TNHH Nha Khoa Kim)","07154/HCM-GPHĐ","493 Nguyễn Thị Thập, Phường Tân Phong, Quận 7, TP Hồ Chí Minh","2018-09-04 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","0008569/ĐNAI-CCHN"
"Phòng khám đa khoa thuộc Công ty TNHH Bệnh viện Nam Học Sài Gòn","07329/HCM-GPHĐ","680 Trường Chinh, Phường 15, Quận Tân Bình, TP Hồ Chí Minh","2019-01-07 00:00:00","Đang hoạt động","Phòng khám đa khoa","0033350/HCM-CCHN"
"Phòng khám đa khoa Victoria Healthcare (thuộc Công ty Cổ phần Phát triển Y tế Victoria Healthcare)","01383/HCM-GPHĐ","37-39-41-43 Lương Định Của, Phường Bình An, Quận 2, TP Hồ Chí Minh","2019-03-28 00:00:00","Đang hoạt động","Phòng khám đa khoa","000357/HCM-CCHN"
"Chi Nhánh Công ty TNHH Thương Mại - Dịch vụ Bệnh Viện Cao Thắng - Phòng Khám Mắt Quốc Tế Cao Thắng","06903/HCM-GPHĐ","Lầu 5 Tòa Nhà Citilight Tower - 45 Võ Thị Sáu, Phường Đa Kao, Quận 1, TP Hồ Chí Minh","2019-03-29 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Mắt","000190/BTH-CCHN"
"Bệnh viện Mắt Quốc Tế Việt-Nga TP. Hồ Chí Minh","239/BYT-GPHĐ","Số 1 đường Ba tháng Hai, Phường 11, Quận 10, TP Hồ Chí Minh","2018-11-15 00:00:00","Đang hoạt động","Bệnh viện chuyên khoa","0018611/HCM-CCHN"
"Hộ kinh doanh Cao Đình Minh","07381/HCM-GPHĐ","None","2018-12-13 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","001363/HCM-CCHN"
"Nha khoa Sao Việt","07370/HCM-GPHĐ","None","2018-12-12 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","040743/HCM-CCHN"
"Hộ kinh doanh Phòng chẩn trị Y học cổ truyền Hoàng Thiên","07422/HCM-GPHĐ","None","2018-12-07 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","043188/HCM-CCHN"
"Công ty TNHH Nha khoa The BF","07415/HCM-GPHĐ","None","2018-12-03 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","038377/BYT-CCHN"
"Công ty TNHH Nha khoa ARENA","00212/HCM-GPHĐ","None","2018-11-30 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","004427/HCM-CCHN"
"Hộ kinh doanh Phòng khám thẩm mỹ LATIN","04914/HCM-GPHĐ","None","2018-11-27 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","010888/HCM-CCHN"
"Y Tâm","07403/HCM-GPHĐ","None","2018-11-14 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","000367/ĐNAI-CCHN"
"Phòng khám chuyên khoa Nhi","07176/HCM-GPHĐ","None","2018-08-03 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","042488/HCM-CCHN"
"Hộ kinh doanh nha khoa Đông Hưng Thuận","07211/HCM-GPHĐ","None","2018-07-20 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","004357/GL-CCHN"
"Công ty TNHH MenCare","07143/HCM-GPHĐ","None","2018-07-09 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","028475/BYT-CCHN"
"Công ty TNHH Một thành viên Nha khoa Khánh Phúc","07202/HCM-GPHĐ","None","2018-06-14 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","004497/GL-CCHN"
"Công ty TNHH Thương mại Dịch vụ Đầu tư Tài Đức","07092/HCM-GPHĐ","None","2018-05-24 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","041875/HCM-CCHN"
"Hộ kinh doanh Phòng khám chuyên khoa Chấn thương chỉnh hình Bác sĩ Hiếu","07068/HCM-GPHĐ","None","2018-05-11 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Ngoại","110782/CCHN-BQP"
"Hộ kinh doanh Phòng khám đông y","06975/HCM-GPHĐ","None","2017-12-21 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","006279/BD-CCHN"
"Công ty TNHH Y học cổ truyền Trường Khang","06237/HCM-GPHĐ","None","2017-12-20 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","001031/HCM-CCHN"
"None","06741/HCM-GPHĐ","None","2017-10-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","030856/HCM-CCHN"
"None","06653/HCM-GPHĐ","None","2017-08-07 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nhi","0027423/HCM-CCHN"
"None","04179/HCM-GPHĐ","None","2018-10-10 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","006618/HCM-CCHN"
"None","03725/SYT-GPHĐ","None","2016-09-15 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","011444/HCM-CCHN"
"None","05478/SYT-GPHĐ","None","2015-11-12 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","012537/HCM-CCHN"
"None","02175/SYT-GPHĐ","None","2013-10-25 00:00:00","Đang hoạt động","Cơ sở dịch vụ tiêm (chích), thay băng, đếm mạch, đo nhiệt độ, đo huyết áp","004966/HCM-CCHN"
"None","01574/SYT-GPHĐ","None","2013-09-13 00:00:00","Đang hoạt động","Phòng khám Chẩn đoán hình ảnh","003104/HCM-CCHN"
"None","01694/SYT-GPHĐ","None","2013-03-26 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","000762/HCM-CCHN"
"None","01929/SYT-GPHĐ","None","2013-03-22 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Ngoại","002979/HCM-CCHN"
"Trạm Y tế Phường 14 Quận 6","05119/SYT-GPHĐ","None","2015-11-13 00:00:00","Đang hoạt động","Trạm y tế phường xã ","0016453/HCM-CCHN"
"Trạm Y tế Phường Tân Thuận Tây Quận 7","05186/SYT-GPHĐ","None","2015-11-06 00:00:00","Đang hoạt động","Trạm y tế phường xã ","0031074/HCM-CCHN"
"Phòng khám chuyên khoa Trị liệu Thần kinh cột sống Hoa Kỳ","06870/HCM-GPHĐ","None","2018-04-10 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phục hồi chức năng","035789/BYT-CCHN"
"Trần Đăng Khai","07002/HCM-GPHĐ","None","2018-03-30 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Ngoại","011748/HCM-CCHN"
"Hộ kinh doanh Phòng mạch Bác sĩ Lê Hoàng Bảo","06976/HCM-GPHĐ","None","2018-03-16 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Nội tiết","001236/BYT-CCHN"
"Phòng khám Phước An Đường","06960/HCM-GPHĐ","None","2018-02-28 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","040815/HCM-CCHN"
"Tiêm chích, thay băng theo toa bác sĩ","06958/HCM-GPHĐ","None","2018-02-13 00:00:00","Đang hoạt động","Cơ sở dịch vụ tiêm (chích), thay băng, đếm mạch, đo nhiệt độ, đo huyết áp","018904/HCM-CCHN"
"Khu Điều Trị Phong","05487/HCM-GPHĐ","None","2018-11-09 00:00:00","Đang hoạt động","Bệnh viện chuyên khoa","043261/HCM-CCHN"
"Hộ kinh doanh Nha khoa 99","05040/HCM-GPHĐ","None","2019-01-09 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","006481/HCM-CCHN"
"Hộ kinh doanh Phòng khám Sản phụ khoa Bs. Phạm Tài","07394/HCM-GPHĐ","None","2018-12-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Sản phụ khoa","041261/HCM-CCHN"
"Hộ kinh doanh Phạm Phú Sơn","07402/HCM-GPHĐ","None","2018-12-14 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","030109/CCHN-BQP"
"None","05423/SYT-GPHĐ","None","2015-10-09 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","001106/HCM-CCHN"
"None","04307/SYT-GPHĐ","None","2014-10-31 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Ngoại","001799/HCM-CCHN"
"Bệnh viện An Sinh","04490/SYT-GPHĐ","None","2014-07-14 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","012827/HCM-CCHN"
"None","03189/SYT-GPHĐ","None","2014-03-24 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Ngoại","000282/HCM-CCHN"
"None","02483/SYT-GPHĐ","None","2013-12-31 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","008365/HCM-CCHN"
"None","02472/SYT-GPHĐ","None","2013-12-30 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","007023/HCM-CCHN"
"Công ty TNHH Y tế Korea Leaders","07374/HCM-GPHĐ","None","2018-10-25 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","004258/GL-CCHN"
"Công ty TNHH DR ANDY","07263/HCM-GPHĐ","None","2018-10-08 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","004528/GL-CCHN"
"Phòng khám Răng Hàm Mặt","07277/HCM-GPHĐ","None","2018-10-05 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","041871/HCM-CCHN"
"Trung tâm Y tế Dự phòng Thành phố Hồ Chí Minh","07254/HCM-GPHĐ","None","2018-09-27 00:00:00","Đang hoạt động","Phòng xét nghiệm","042327/HCM-CCHN"
"Hộ kinh doanh Phòng khám TS Vinh","04247/HCM-GPHĐ","None","2018-09-21 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Ngoại","007684/HCM-CCHN"
"Trạm Y tế thuộc Công ty Trách nhiệm hữu hạn FreeTrend Industrial (Việt Nam)","07360/HCM-GPHĐ","None","2018-09-12 00:00:00","Đang hoạt động","Phòng khám bác sĩ gia đình lồng ghép Trạm y tế cấp xã","041245/HCM-CCHN"
"Hộ kinh doanh Lê Nguyễn Uyên Chi","07216/HCM-GPHĐ","None","2018-08-29 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Tai Mũi Họng","036669/BYT-CCHN"
"Phòng chẩn trị Y học cổ truyền","06102/SYT-GPHĐ","D1/2D Nguyễn Hữu Trí, KP 4, T.T Tân Túc , Huyện Bình Chánh, TP Hồ Chí Minh","2016-12-07 00:00:00","Đang hoạt động","Phòng chẩn trị y học cổ truyền","36084"
"Khu Điều Trị Phong","05487/HCM-GPHĐ","None","2018-12-27 00:00:00","Đang hoạt động","Bệnh viện chuyên khoa","043261/HCM-CCHN"
"Công ty Cổ phần Chiropractic","06757/HCM-GPHĐ","B1-32A, Vincom B, số 72 Lê Thánh TônPhường Bến Nghé Quận 1 TP. Hồ Chí Minh","2017-11-27 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Ngoại","011126/HCM-CCHN"
"Công ty TNHH Nha khoa GERMAN","05889/HCM-GPHĐ","3F-04 Tầng 3 Tòa nhà Bitexco Financial - Số 2 Hải TriềuPhường Bến Nghé Quận 1 TP. Hồ Chí Minh","2017-10-04 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","011448/HCM-CCHN"
"Công ty Cổ phần Phúc Sinh An Medilas","03254/HCM-GPHĐ","108 PasteurPhường Bến Nghé Quận 1 TP. Hồ Chí Minh","2018-09-28 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","0035878/HCM-CCHN"
"Địa điểm kinh doanh Công ty TNHH Khỏe đẹp Cali","07006/HCM-GPHĐ","Lầu 7 Tòa nhà Sài Gòn Centre, 65 Lê LợiPhường Bến Nghé Quận 1 TP. Hồ Chí Minh","2018-05-21 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","006147/HCM-CCHN"
"Fortio - Phòng khám chuyên khoa Da & Chống lão hóa thuộc Công ty TNHH Puer Thanh Xuân","07089/HCM-GPHĐ","F3-02, Tầng 3 Trung tâm thương mại Icon 68, Số 2 Hải TriềuPhường Bến Nghé Quận 1 TP. Hồ Chí Minh","2018-07-05 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","001769/ĐNO-CCHN"
"Phòng khám đa khoa quốc tế Columbia Asia-Sài Gòn thuộc Công ty TNHH Columbia Asia (Việt Nam)","01363/HCM-GPHĐ","Số 8 Alexandre de RhodesPhường Bến Nghé Quận 1 TP. Hồ Chí Minh","2017-09-26 00:00:00","Đang hoạt động","Phòng khám đa khoa","002458/HCM-CCHN"
"Phòng khám chuyên khoa Da liễu số 3 - Công ty TNHH Một Thành viên Double N Aesthetics Việt Nam","06754/HCM-GPHĐ","60-62 đường Mạc Thị BưởiPhường Bến Nghé Quận 1 TP. Hồ Chí Minh","2017-12-05 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","001429/BL-CCHN"
"Công ty TNHH Shilla","07212/HCM-GPHĐ","96A-96B Nam Kỳ Khởi NghĩaPhường Bến Nghé Quận 1 TP. Hồ Chí Minh","2018-09-28 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","0012206/BYT-CCHN"
"Công ty TNHH Thẩm mỹ toàn diện Quốc Tế","07377/HCM-GPHĐ","Tầng trệt, Tòa nhà Somerset Chancellor Court, số 21-23 Nguyễn Thị Minh KhaiPhường Bến Nghé Quận 1 TP. Hồ Chí Minh","2019-01-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","0029189/HCM-CCHN"
"Phòng khám chuyên khoa Da liễu số 4 - Công ty TNHH Một thành viên Double N Aesthetics Việt Nam","06254/HCM-GPHĐ","85bis PasteurPhường Bến Nghé Quận 1 TP. Hồ Chí Minh","2018-03-27 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","0021024/HCM-CCHN"
"Phòng khám Vinmec Golden River - Chi nhánh Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Vinmec - Bệnh viện Đa khoa Quốc tế Vinmec Central Park","07073/HCM-GPHĐ","Tòa A3 - Khu đô thị Vinhomes Golden River, số 2 Tôn Đức ThắngPhường Bến Nghé Quận 1 TP. Hồ Chí Minh","2018-06-21 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","008997/HCM-CCHN"
"Công ty TNHH Thẩm mỹ Universal","07113/HCM-GPHĐ","54/1 Đông DuPhường Bến Nghé Quận 1 TP. Hồ Chí Minh","2018-08-02 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","012547/HCM-CCHN"
"Hộ kinh doanh Jimmy Thành J-T","07157/HCM-GPHĐ","120 Lê Thị RiêngPhường Bến Thành Quận 1 TP. Hồ Chí Minh","2018-08-20 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","030068/CCHN-BQP"
"Công ty TNHH Viện Thẩm mỹ Shesmedi","05521/HCM-GPHĐ","150/19 Nguyễn TrãiPhường Bến Thành Quận 1 TP. Hồ Chí Minh","2018-05-24 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","0000027/HCM-CCHN"
"Chi nhánh Công ty Cổ phần Bệnh viện đa khoa Quốc tế Hạnh Phúc","04705/HCM-GPHĐ","Tòa nhà Belco, số 97 Nguyễn Thị Minh KhaiPhường Bến Thành Quận 1 TP. Hồ Chí Minh","2017-09-15 00:00:00","Đang hoạt động","Phòng khám đa khoa","012733/HCM-CCHN"
"Chi nhánh Công ty Cổ phần Đầu tư & Phát triển Nụ Cười Duyên","03922/HCM-GPHĐ","15-17 Cách Mạng Tháng TámPhường Bến Thành Quận 1 TP. Hồ Chí Minh","2018-01-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","005225/HCM-CCHN"
"Công ty TNHH Bệnh viện Răng Hàm Mặt Quốc tế Sài Gòn","00235/HCM-GPHĐ","101 Sương Nguyệt ÁnhPhường Bến Thành Quận 1 TP. Hồ Chí Minh","2017-12-12 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","006879/HCM-CCHN"
"Phòng khám chuyên khoa Da liễu số 6 - Công ty TNHH Một thành viên Double N Aesthetics Việt Nam","06922/HCM-GPHĐ","112-114 Nguyễn TrãiPhường Bến Thành Quận 1 TP. Hồ Chí Minh","2018-03-16 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","0030602/HCM-CCHN"
"Chi nhánh Bến Thành - Công ty TNHH Nha khoa Phương Đông","05370/HCM-GPHĐ","15-17 Cách Mạng Tháng TámPhường Bến Thành Quận 1 TP. Hồ Chí Minh","2018-06-13 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","003667/HCM-CCHN"
"Hộ kinh doanh Thẩm mỹ viện Charming","01798/HCM-GPHĐ","57Bis Bùi Thị XuânPhường Bến Thành Quận 1 TP. Hồ Chí Minh","2018-11-01 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","007449/HCM-CCHN"
"Chi nhánh Bến Thành 2 - Công ty Cổ phần Nha khoa Phương Đông","01632/HCM-GPHĐ","194 Lê Thánh TônPhường Bến Thành Quận 1 TP. Hồ Chí Minh","2018-12-27 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","003829/HCM-CCHN"
"Chi nhánh Công ty Cổ phần Khơ Thị Skincare & Clinic","05802/HCM-GPHĐ","92 Sương Nguyệt ÁnhPhường Bến Thành Quận 1 TP. Hồ Chí Minh","2017-12-27 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","002752/BYT-CCHN"
"Công ty TNHH Một thành viên Phòng khám chuyên khoa Phẫu thuật thẩm mỹ Á Đông","03147/HCM-GPHĐ","39/2 Sương Nguyệt ÁnhPhường Bến Thành Quận 1 TP. Hồ Chí Minh","2018-08-27 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","008263/HCM-CCHN"
"Hộ kinh doanh Phòng khám chuyên khoa Thẩm mỹ BB Thanh Mai","07325/HCM-GPHĐ","2, Phường Bến Thành, Quận 1, TP Hồ Chí Minh","2019-02-15 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","030172/CCHN-BQP"
"Công ty TNHH Y tế Korea Leaders","07374/HCM-GPHĐ","93 Hồ Hảo HớnPhường Cô Giang Quận 1 TP. Hồ Chí Minh","2019-02-13 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","004258/GL-CCHN"
"Chi nhánh Thẩm mỹ viện Nevada - Công ty TNHH Đầu tư Quốc tế NeVa","06542/HCM-GPHĐ","391E Trần Hưng ĐạoPhường Cầu Kho Quận 1 TP. Hồ Chí Minh","2018-02-22 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","0033804/HCM-CCHN"
"Chi nhánh Thẩm mỹ viện Nevada - Công ty TNHH Đầu tư Quốc tế NeVa","00799/HCM-GPHĐ","391E Trần Hưng ĐạoPhường Cầu Kho Quận 1 TP. Hồ Chí Minh","2018-02-27 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","002254/HCM-CCHN"
"Công ty TNHH Thương mại Dịch vụ Thẩm mỹ viện Anh Thư","05362/HCM-GPHĐ","373 Trần Hưng ĐạoPhường Cầu Kho Quận 1 TP. Hồ Chí Minh","2017-09-29 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Phẫu thuật thẩm mỹ","000867/HCM-CCHN"
"Chi nhánh Công ty TNHH Một thành viên Thương mại Thủy Lộc","05608/HCM-GPHĐ","79 Trần Hưng ĐạoPhường Cầu Ông Lãnh Quận 1 TP. Hồ Chí Minh","2018-04-11 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","009957/HCM-CCHN"
"Chi nhánh Kristina Clinic & Spa - Công ty TNHH Thương mại Quốc tế Âu Châu","06904/HCM-GPHĐ","178B1 Hai Bà TrưngPhường Đa Kao Quận 1 TP. Hồ Chí Minh","2018-02-13 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","0026112/HCM-CCHN"
"Nha khoa Tâm An thuộc Công ty TNHH Khánh Tâm An","07393/HCM-GPHĐ","số 5 Nguyễn Đình ChiểuPhường Đa Kao Quận 1 TP. Hồ Chí Minh","2019-02-13 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","0036804/HCM-CCHN"
"Chi nhánh Thành phố Hồ Chí Minh - Công ty Cổ phần Đầu tư và Dịch vụ Trường Giang","04477/HCM-GPHĐ","Số 9 Phùng Khắc KhoanPhường Đa Kao Quận 1 TP. Hồ Chí Minh","2018-01-12 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","0020263/HCM-CCHN"
"Chi nhánh Thành phố Hồ Chí Minh - Công ty Cổ phần Đầu tư và Dịch vụ Trường Giang","04446/HCM-GPHĐ","Số 9 Phùng Khắc KhoanPhường Đa Kao Quận 1 TP. Hồ Chí Minh","2018-01-12 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Răng Hàm Mặt","006260/HCM-CCHN"
"Phòng khám chuyên khoa Da liễu Rohto Aohal số 2","06920/HCM-GPHĐ","207/4 Nguyễn Văn ThủPhường Đa Kao Quận 1 TP. Hồ Chí Minh","2018-03-09 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","009941/HCM-CCHN"
"Chi nhánh Quận 1 - Công ty TNHH Taza Group","06978/HCM-GPHĐ","29 Nguyễn Huy TựPhường Đa Kao Quận 1 TP. Hồ Chí Minh","2018-04-16 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","110018/CCHN-BQP"
"Công ty Cổ phần Edoctor","06839/HCM-GPHĐ","Lầu 9, Tòa nhà Tuildonai, 119 Điện Biên PhủPhường Đa Kao Quận 1 TP. Hồ Chí Minh","2018-01-17 00:00:00","Đang hoạt động","Phòng khám Nội tổng hợp","110074/CCHN-BQP"
"Phòng khám chuyên khoa Da liễu số 5 - Công ty TNHH Một thành viên Double N Aesthetics Việt Nam","07342/HCM-GPHĐ","6B Trần Cao VânPhường Đa Kao Quận 1 TP. Hồ Chí Minh","2019-01-17 00:00:00","Đang hoạt động","Phòng khám chuyên khoa Da liễu","000869/HCM-CCHN"
